assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
1817207,186710,Cetopsis gobioides,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,CETOPSIDAE,Cetopsis,gobioides,,,,"Kner, 1858",Least Concern,,3.1,Unknown,Global
2365291,19488,Rhincodon typus,ANIMALIA,CHORDATA,ORECTOLOBIFORMES,CHONDRICHTHYES,RHINCODONTIDAE,Rhincodon,typus,,,,"Smith, 1828",Endangered,A2bd+4bd,3.1,Decreasing,Global
2954522,41741,Carcharhinus brachyurus,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Carcharhinus,brachyurus,,,,"(Günther, 1870)",Vulnerable,A2bd,3.1,Decreasing,Global
4430073,14296,Naemorhedus goral,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Naemorhedus,goral,,,,"(Hardwicke, 1825)",Near Threatened,,3.1,Decreasing,Global
4664565,154907,Cetomimus teevani,ANIMALIA,CHORDATA,CETOMIMIFORMES,ACTINOPTERYGII,CETOMIMIDAE,Cetomimus,teevani,,,,"Harry, 1952",Least Concern,,3.1,Unknown,Global
5076357,15740,Ovis nivicola,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Ovis,nivicola,,,,"Eschcholtz, 1829",Least Concern,,3.1,Unknown,Global
9441445,2461,Babyrousa babyrussa,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,SUIDAE,Babyrousa,babyrussa,,,,"(Linnaeus, 1758)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
9643719,3160,Budorcas taxicolor,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Budorcas,taxicolor,,,,"Hodgson, 1850",Vulnerable,A2cd,3.1,Decreasing,Global
10096148,3810,Capricornis swinhoei,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Capricornis,swinhoei,,,,"Gray, 1862",Least Concern,,3.1,Unknown,Global
10562361,41777,Pecari tajacu,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,TAYASSUIDAE,Pecari,tajacu,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
10656554,42188,Dama dama,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Dama,dama,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Global & Mediterranean
12689285,63543,Camelus ferus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CAMELIDAE,Camelus,ferus,,,,"Przewalski, 1878",Critically Endangered,A3de+4ade,3.1,Decreasing,Global
13026736,9917,Nilgiritragus hylocrius,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Nilgiritragus,hylocrius,,,,"(Ogilby, 1838)",Endangered,C2a(i),3.1,Decreasing,Global
16510482,190383,Cetengraulis edentulus,ANIMALIA,CHORDATA,CLUPEIFORMES,ACTINOPTERYGII,ENGRAULIDAE,Cetengraulis,edentulus,,,,"(Cuvier, 1829)",Least Concern,,3.1,Unknown,Global
16880118,16879984,Parkinsonia peruviana,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Parkinsonia,peruviana,,,,"C.E.Hughes, Daza &amp; Hawkins",Critically Endangered,C2a(ii),3.1,Decreasing,Global
18540211,11186,Lama guanicoe,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CAMELIDAE,Lama,guanicoe,,,,"(P.L.S. Müller, 1776)",Least Concern,,3.1,Increasing,Global
18567171,10032,Choeropsis liberiensis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,HIPPOPOTAMIDAE,Choeropsis,liberiensis,,,,"(Morton, 1849)",Endangered,C1,3.1,Decreasing,Global
18567364,10103,Hippopotamus amphibius,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,HIPPOPOTAMIDAE,Hippopotamus,amphibius,,,,"Linnaeus, 1758",Vulnerable,A4acd,3.1,Stable,Global
21910080,21110276,Barbourisia rufa,ANIMALIA,CHORDATA,CETOMIMIFORMES,ACTINOPTERYGII,BARBOURISIIDAE,Barbourisia,rufa,,,,"Parr, 1945",Least Concern,,3.1,Unknown,Global
22143385,3796,Capra nubiana,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Capra,nubiana,,,,"F. Cuvier, 1825",Vulnerable,C1+2a(i),3.1,Decreasing,Global
22143809,3794,Capra caucasica,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Capra,caucasica,,,,"Güldenstädt &amp; Pallas, 1783",Endangered,"B1ab(i,iii,v)",3.1,Decreasing,Global
22145942,3786,Capra aegagrus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Capra,aegagrus,,,,"Erxleben, 1777",Near Threatened,A2cd,3.1,Stable,Global
22146397,15733,Ovis ammon,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Ovis,ammon,,,,"(Linnaeus, 1758)",Near Threatened,A2de,3.1,Decreasing,Global
22146699,15735,Ovis canadensis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Ovis,canadensis,,,,"Shaw, 1804",Least Concern,,3.1,Stable,Global
22147055,54940218,Ovis gmelini,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Ovis,gmelini,,,,"E. Blyth, 1841",Near Threatened,A2cde,3.1,Unknown,Global
22148720,42398,Capra sibirica,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Capra,sibirica,,,,"(Pallas, 1776)",Near Threatened,A4abcd,3.1,Decreasing,Global
22149286,29684,Ovibos moschatus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Ovibos,moschatus,,,,"(E.A.W. von Zimmermann, 1780)",Least Concern,,3.1,Decreasing,Global
22149895,39250,Ovis dalli,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Ovis,dalli,,,,"Nelson, 1884",Least Concern,,3.1,Stable,Global
22150540,14295,Naemorhedus caudatus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Naemorhedus,caudatus,,,,"(Milne-Edwards, 1867)",Vulnerable,C2a(i),3.1,Decreasing,Global
22151909,3811,Capricornis crispus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Capricornis,crispus,,,,"(Temminck, 1836)",Least Concern,,3.1,Stable,Global
22152905,9919,Hemitragus jemlahicus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Hemitragus,jemlahicus,,,,"(C.H. Smith, 1826)",Near Threatened,A2bcde,3.1,Decreasing,Global
22153828,44703,Muntiacus vuquangensis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Muntiacus,vuquangensis,,,,"(Do Tuoc, Vu Van Dung, Dawson, Arctander &amp; Mackinnon, 1994)",Critically Endangered,A3cd+4cd,3.1,Decreasing,Global
22154056,44704,Muntiacus truongsonensis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Muntiacus,truongsonensis,,,,"(Giao, Tuoc, Dung, Wikramanayake, Amato, Arctander &amp; Mackinnon, 1997)",Data Deficient,,3.1,Decreasing,Global
22154219,29622,Mazama pandora,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Mazama,pandora,,,,"Merriam, 1901",Vulnerable,A2c,3.1,Decreasing,Global
22154379,29621,Mazama nana,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Mazama,nana,,,,"(Hensel, 1872)",Vulnerable,A3cde,3.1,Unknown,Global
22154584,29620,Mazama gouazoubira,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Mazama,gouazoubira,,,,"(G. Fischer [von Waldheim], 1814)",Least Concern,,3.1,Decreasing,Global
22154827,29619,Mazama americana,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Mazama,americana,,,,"(Erxleben, 1777)",Data Deficient,,3.1,Unknown,Global
22155086,41023,Mazama bororo,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Mazama,bororo,,,,"Duarte, 1996",Vulnerable,C2a(ii),3.1,Decreasing,Global
22155877,41788,Cervus nippon,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Cervus,nippon,,,,"Temminck, 1838",Least Concern,,3.1,Increasing,Global
22156678,2446,Axis calamianensis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Axis,calamianensis,,,,"(Heude, 1888)",Endangered,"B1ab(i,iii,v)",3.1,Decreasing,Global
22156866,41789,Rusa timorensis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Rusa,timorensis,,,,"(de Blainville, 1822)",Vulnerable,C1,3.1,Decreasing,Global
22157381,56003281,Alces alces,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Alces,alces,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Global
22157664,41784,Axis porcinus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Axis,porcinus,,,,"(Zimmermann, 1780)",Endangered,A2bcd,3.1,Decreasing,Global
22158006,41783,Axis axis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Axis,axis,,,,"(Erxleben, 1777)",Least Concern,,3.1,Unknown,Global
22158407,136708,Mazama nemorivaga,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Mazama,nemorivaga,,,,"(F. Cuvier, 1817)",Least Concern,,3.1,Decreasing,Global
22158621,10053,Hippocamelus antisensis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Hippocamelus,antisensis,,,,"(d'Orbigny, 1834)",Vulnerable,A2cd; C2a(i),3.1,Decreasing,Global
22158895,10054,Hippocamelus bisulcus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Hippocamelus,bisulcus,,,,"Molina, 1782",Endangered,"B2ab(i,ii,iii,iv,v); C2a(i)",3.1,Decreasing,Global
22159478,136479,Muntiacus putaoensis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Muntiacus,putaoensis,,,,"Amato, Egan &amp; Rabinowitz, 1999",Data Deficient,,3.1,Decreasing,Global
22159620,7112,Elaphodus cephalophus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Elaphodus,cephalophus,,,,"Milne-Edwards, 1872",Near Threatened,,3.1,Decreasing,Global
22159785,7121,Elaphurus davidianus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Elaphurus,davidianus,,,,"Milne-Edwards, 1866",Extinct in the Wild,,3.1,,Global
22160030,15803,Ozotoceros bezoarticus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Ozotoceros,bezoarticus,,,,"(Linnaeus, 1758)",Near Threatened,,3.1,Decreasing,Global
22160266,13927,Muntiacus feae,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Muntiacus,feae,,,,"(Thomas &amp; Doria, 1889)",Data Deficient,,3.1,Unknown,Global
22160435,13928,Muntiacus rooseveltorum,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Muntiacus,rooseveltorum,,,,"Osgood, 1932",Data Deficient,,3.1,Decreasing,Global
22160596,13926,Muntiacus gongshanensis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Muntiacus,gongshanensis,,,,"Ma in Ma, Wang &amp; Shi, 1990",Data Deficient,,3.1,Decreasing,Global
22160753,13924,Muntiacus crinifrons,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Muntiacus,crinifrons,,,,"(Sclater, 1885)",Vulnerable,A2cd,3.1,Decreasing,Global
22160916,2828,Blastocerus dichotomus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Blastocerus,dichotomus,,,,"(Illiger, 1815)",Vulnerable,A4cde,3.1,Decreasing,Global
22161386,42395,Capreolus capreolus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Capreolus,capreolus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Global
22161884,42396,Capreolus pygargus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Capreolus,pygargus,,,,"Pallas, 1771",Least Concern,,3.1,Decreasing,Global
22162113,42393,Odocoileus hemionus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Odocoileus,hemionus,,,,"(Rafinesque, 1817)",Least Concern,,3.1,Stable,Global
22162580,42394,Odocoileus virginianus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Odocoileus,virginianus,,,,"(Zimmermann, 1780)",Least Concern,,3.1,Stable,Global
22163569,10329,Hydropotes inermis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Hydropotes,inermis,,,,"Swinhoe, 1870",Vulnerable,A2cd,3.1,Decreasing,Global
22163836,18847,Pudu mephistophiles,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Pudu,mephistophiles,,,,"(de Winton, 1896)",Data Deficient,,3.1,Decreasing,Global
22164089,18848,Pudu puda,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Pudu,puda,,,,"(Molina, 1782)",Near Threatened,,3.1,Decreasing,Global
22164644,136290,Mazama temama,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Mazama,temama,,,,"(Kerr, 1792)",Data Deficient,,3.1,Decreasing,Global
22164930,136293,Muntiacus puhoatensis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Muntiacus,puhoatensis,,,,"Trai in Binh Chau, 1997",Data Deficient,,3.1,Unknown,Global
22165039,136301,Mazama bricenii,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Mazama,bricenii,,,,"Thomas, 1908",Vulnerable,A4c,3.1,Decreasing,Global
22165292,136551,Muntiacus vaginalis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Muntiacus,vaginalis,,,,"(Boddaert, 1785)",Least Concern,,3.1,Decreasing,Global
22165586,12914,Mazama rufina,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Mazama,rufina,,,,"(Pucheran, 1851)",Vulnerable,A4c,3.1,Decreasing,Global
22165860,12913,Mazama chunyi,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Mazama,chunyi,,,,"Hershkovitz, 1959",Vulnerable,A4c; B2ab(iii),3.1,Decreasing,Global
22166396,42189,Muntiacus atherodes,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Muntiacus,atherodes,,,,"Groves &amp; Grubb, 1982",Near Threatened,,3.1,Decreasing,Global
22166803,4265,Rucervus eldii,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Rucervus,eldii,,,,"(M'Clelland, 1842)",Endangered,A2cd+3cd+4cd,3.1,Decreasing,Global
22167140,29742,Rangifer tarandus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Rangifer,tarandus,,,,"(Linnaeus, 1758)",Vulnerable,A2a,3.1,Decreasing,Global
22167675,4257,Rucervus duvaucelii,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Rucervus,duvaucelii,,,,"(G. Cuvier, 1823)",Vulnerable,C1,3.1,Decreasing,Global
22168363,136831,Muntiacus montanus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Muntiacus,montanus,,,,"Robinson &amp; Kloss, 1918",Data Deficient,,3.1,Unknown,Global
22168586,4274,Rusa marianna,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Rusa,marianna,,,,"(Desmarest, 1822)",Vulnerable,A2cd,3.1,Decreasing,Global
22168782,4273,Rusa alfredi,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Rusa,alfredi,,,,"Sclater, 1870",Endangered,C2a(i),3.1,Decreasing,Global
44051115,41778,Tayassu pecari,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,TAYASSUIDAE,Tayassu,pecari,,,,"(Link, 1795)",Vulnerable,A2bcde+3bcde,3.1,Decreasing,Global
44139115,21172,Porcula salvania,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,SUIDAE,Porcula,salvania,,,,"Hodgson, 1847",Endangered,D,3.1,Unknown,Global
44139369,21174,Sus verrucosus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,SUIDAE,Sus,verrucosus,,,,"Boie, 1832",Endangered,A2cd,3.1,Decreasing,Global
44139575,21175,Sus cebifrons,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,SUIDAE,Sus,cebifrons,,,,"Heude, 1888",Critically Endangered,A2cde,3.1,Decreasing,Global
44139795,21176,Sus philippensis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,SUIDAE,Sus,philippensis,,,,"Nehring, 1886",Vulnerable,A2c+4cde,3.1,Decreasing,Global
44140029,21177,Sus ahoenobarbus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,SUIDAE,Sus,ahoenobarbus,,,,"Huet, 1888",Near Threatened,B1ab(v),3.1,Decreasing,Global
44140209,21178,Sus bucculentus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,SUIDAE,Sus,bucculentus,,,,"Heude, 1892",Extinct,,3.1,,Global
44140926,41770,Potamochoerus larvatus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,SUIDAE,Potamochoerus,larvatus,,,,"(F. Cuvier, 1822)",Least Concern,,3.1,Stable,Global
44141588,41773,Sus celebensis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,SUIDAE,Sus,celebensis,,,,"Müller &amp; Schlegel, 1843",Near Threatened,A2cd,3.1,Decreasing,Global
44141833,41775,Sus scrofa,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,SUIDAE,Sus,scrofa,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Global
44142784,136340,Sus oliveri,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,SUIDAE,Sus,oliveri,,,,"Groves, 1997",Vulnerable,"B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global
44142964,136446,Babyrousa celebensis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,SUIDAE,Babyrousa,celebensis,,,,"(Deninger, 1909)",Vulnerable,A2cd; C1,3.1,Decreasing,Global
44143172,136472,Babyrousa togeanensis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,SUIDAE,Babyrousa,togeanensis,,,,"(Sody, 1949)",Endangered,"B1ab(iii,v); C2a(i)",3.1,Decreasing,Global
44199757,4162,Cephalorhynchus hectori,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Cephalorhynchus,hectori,,,,"(van Beneden, 1881)",Endangered,A4d,3.1,Decreasing,Global
45156279,2814,Bison bonasus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Bison,bonasus,,,,"(Linnaeus, 1758)",Near Threatened,C2a(i),3.1,Increasing,Global
46363360,2890,Bos sauveli,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Bos,sauveli,,,,"Urbain, 1937",Critically Endangered,A2d; C1+2a(i); D,3.1,Decreasing,Global
46363646,2891,Bos gaurus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Bos,gaurus,,,,"C.H. Smith, 1827",Vulnerable,A2cd+3cd+4cd,3.1,Decreasing,Global
46364222,3126,Bubalus depressicornis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Bubalus,depressicornis,,,,"(C.H. Smith, 1827)",Endangered,C1+2a(i),3.1,Decreasing,Global
46364433,3128,Bubalus quarlesi,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Bubalus,quarlesi,,,,"(Ouwens, 1910)",Endangered,C1+2a(i),3.1,Decreasing,Global
46364616,3129,Bubalus arnee,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Bubalus,arnee,,,,"(Kerr, 1792)",Endangered,A2de+3de; C1,3.1,Decreasing,Global
50180603,512,Addax nasomaculatus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Addax,nasomaculatus,,,,"(de Blainville, 1816)",Critically Endangered,A2cd; C2a(ii); D,3.1,Decreasing,Global
50180828,550,Aepyceros melampus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Aepyceros,melampus,,,,"(Lichtenstein, 1812)",Least Concern,,3.1,Stable,Global
50181613,1141,Ammodorcas clarkei,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Ammodorcas,clarkei,,,,"(O. Thomas, 1891)",Vulnerable,C1,3.1,Decreasing,Global
50181949,1681,Antilope cervicapra,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Antilope,cervicapra,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Global
50182159,4137,Cephalophus adersi,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Cephalophus,adersi,,,,"Thomas, 1918",Vulnerable,A4cd,3.1,Decreasing,Global
50182358,4138,Cephalophus callipygus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Cephalophus,callipygus,,,,"Peters, 1876",Least Concern,,3.1,Decreasing,Global
50182687,4140,Cephalophus jentinki,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Cephalophus,jentinki,,,,"Thomas, 1892",Endangered,C1,3.1,Decreasing,Global
50182823,4141,Cephalophus leucogaster,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Cephalophus,leucogaster,,,,"Gray, 1873",Near Threatened,,3.1,Decreasing,Global
50182944,4142,Philantomba maxwellii,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Philantomba,maxwellii,,,,"(C.H. Smith, 1827)",Least Concern,,3.1,Decreasing,Global
50183103,4143,Philantomba monticola,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Philantomba,monticola,,,,"(Thunberg, 1789)",Least Concern,,3.1,Decreasing,Global
50183272,4144,Cephalophus natalensis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Cephalophus,natalensis,,,,"A. Smith, 1834",Least Concern,,3.1,Decreasing,Global
50183437,4145,Cephalophus niger,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Cephalophus,niger,,,,"Gray, 1846",Least Concern,,3.1,Decreasing,Global
50183573,4146,Cephalophus nigrifrons,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Cephalophus,nigrifrons,,,,"Gray, 1871",Least Concern,,3.1,Decreasing,Global
50183770,4148,Cephalophus ogilbyi,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Cephalophus,ogilbyi,,,,"(Waterhouse, 1838)",Least Concern,,3.1,Decreasing,Global
50183959,4149,Cephalophus rufilatus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Cephalophus,rufilatus,,,,"Gray, 1846",Least Concern,,3.1,Decreasing,Global
50184147,4150,Cephalophus silvicultor,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Cephalophus,silvicultor,,,,"(Afzelius, 1815)",Near Threatened,,3.1,Decreasing,Global
50184413,4151,Cephalophus spadix,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Cephalophus,spadix,,,,"True, 1890",Endangered,C2a(i),3.1,Decreasing,Global
50184533,4152,Cephalophus weynsi,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Cephalophus,weynsi,,,,"Thomas, 1901",Least Concern,,3.1,Decreasing,Global
50184648,4153,Cephalophus zebra,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Cephalophus,zebra,,,,"Gray, 1838",Vulnerable,C1,3.1,Decreasing,Global
50184807,4154,Cephalophus harveyi,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Cephalophus,harveyi,,,,"(Thomas, 1893)",Least Concern,,3.1,Decreasing,Global
50184962,5228,Connochaetes gnou,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Connochaetes,gnou,,,,"(Zimmermann, 1780)",Least Concern,,3.1,Increasing,Global
50185297,6234,Beatragus hunteri,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Beatragus,hunteri,,,,"(P.L. Sclater, 1889)",Critically Endangered,A2acd,3.1,Decreasing,Global
50185422,6235,Damaliscus lunatus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Damaliscus,lunatus,,,,"(Burchell, 1824)",Least Concern,,3.1,Decreasing,Global
50185898,6793,Dorcatragus megalotis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Dorcatragus,megalotis,,,,"(Menges, 1894)",Vulnerable,C1,3.1,Decreasing,Global
50186003,8967,Gazella cuvieri,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Gazella,cuvieri,,,,"(Ogilby, 1841)",Vulnerable,C2a(i),3.1,Decreasing,Global & Mediterranean
50186128,8968,Nanger dama,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Nanger,dama,,,,"(Pallas, 1766)",Critically Endangered,C2a(i),3.1,Decreasing,Global
50186334,8969,Gazella dorcas,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Gazella,dorcas,,,,"(Linnaeus, 1758)",Vulnerable,A2cd,3.1,Decreasing,Global
50186574,8989,Gazella gazella,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Gazella,gazella,,,,"(Pallas, 1766)",Endangered,A2acd,3.1,Decreasing,Global
50186774,8971,Nanger granti,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Nanger,granti,,,,"(Brooke, 1872)",Least Concern,,3.1,Decreasing,Global
